Date,YouTube,Instagram,Twitter,Campaign_Manager,Region,Niche,Engagement_Score
2014-08-15,73.66978484916777,66.5795439135668,1.996791157561364,Ashley Ward,Port Donna,Gaming,182.22642871574723
2014-08-16,52.715424433521875,20.54323700350153,9.407906996314303,Mark Preston,Port James,Fitness,151.26520622439915
2014-08-17,178.27205900351436,10.4802344680627,28.014203343836183,Cindy Gibson,Katieville,Fashion,164.69871622283918
2014-08-18,216.16222344875476,29.218701004501433,3.9404539963802003,Yolanda Scott,New David,Beauty,178.02925440624517
2014-08-19,59.39210511791531,160.52763303116348,19.136748709151437,Henry Brown,New Julian,Fashion,195.37605629487703
2014-08-20,101.28876019980697,192.67194935283405,29.612431478880296,Jason Ruiz,East William,Fashion,206.24825779558066
2014-08-21,107.55286535416455,91.12357786343166,56.66205559154841,James Davis,Joyfort,Tech,180.02126549518937
2014-08-22,80.23212320512617,107.40995115548913,7.835862491986509,Jamie Yates,Port Seanborough,Beauty,205.37572057559316
2014-08-23,69.32822847696526,37.901152123950965,51.004901899210225,Alexandra Russell,Patriciamouth,Beauty,197.65803558135906
2014-08-24,36.778652737700334,114.69595700922983,8.032707545801006,Sheila Adams,South Stephanieside,Gaming,182.41373927313478
2014-08-25,11.942950964911946,37.4844313813256,33.88141302903516,Erin Alvarez,Robertfurt,Tech,163.02716023921138
2014-08-26,36.581525081040816,126.13072292777771,16.89903963815577,Molly Kaufman,Scotttown,Beauty,202.2659351850639
2014-08-27,78.06263387708104,187.31914684036224,3.6542256215871634,Andrew Phillips,New Joshuabury,Tech,186.97334183103274
2014-08-28,20.413802596870507,47.18272246757753,37.58055274213014,Mackenzie Wong,Williamsonchester,Tech,181.51959255689496
2014-08-29,97.44115013633392,155.26710643084937,7.367910829745829,Tiffany Wilson,South Sarah,Fitness,176.04705120945093
2014-08-30,87.8901133088571,14.465460335481568,5.830248612264788,Shawn Fitzpatrick,South Jean,Beauty,189.3953861679326
2014-08-31,52.79191186606239,81.34447585110799,13.3101031762335,Mr. Ryan Rivera,Cunninghambury,Fitness,165.23120469141045
2014-09-01,66.99925654731422,31.04221648779672,31.778018678269643,Melinda Hudson,South Megan,Fashion,178.84056548802516
2014-09-02,24.445832018232398,76.97033390318289,7.997055371191061,Micheal Pruitt,North James,Fashion,182.4628737954705
2014-09-03,149.1859955118086,42.972014731387866,6.087786873338949,Kathleen Harrison,Sheaport,Fitness,155.1868591419406
2014-09-04,147.44776434231593,80.92794812334861,0.3001048271044109,Michael Doyle,New Alexport,Fashion,192.93119952414398
2014-09-05,29.01666738862963,89.32933316043076,19.13949813509952,Shane Sanders,New Michaelshire,Fitness,164.34948504703334
2014-09-06,29.846107569888357,67.11231332837448,16.792366279643158,Whitney Gray,Lake Gary,Gaming,175.35074835693635
2014-09-07,37.03106234537094,134.75817039989454,7.992013971253578,Justin Watts,Sosaland,Tech,176.95002742018022
2014-09-08,124.24032344279308,184.58188973919283,1.6543525857140144,Katherine Neal,South Cheryltown,Gaming,191.8631835757363
2014-09-09,107.30829573949761,86.11312108000175,16.824428591717297,Jessica Bush,Evanston,Beauty,209.2097702232349
2014-09-10,170.8664884483287,46.54519973025407,46.5641093310032,Robert Mitchell,Port Rebeccaport,Gaming,171.0514277213586
2014-09-11,183.92405577752822,61.437324057236836,37.68769570510671,Lori Wilson,Eddieshire,Gaming,177.14207467890392
2014-09-12,18.42355630859707,172.2601564643101,59.15420462943009,Michael Winters,Anthonytown,Fashion,200.30077333466286
2014-09-13,121.13104949202413,118.6115474213281,0.2888669132645035,Seth Stevenson,North John,Fitness,182.56541005728312
2014-09-14,179.01841233376646,96.45209613832188,101.8141284669879,Frank Bennett,Patrickchester,Beauty,200.02927253274993
2014-09-15,63.5753835757398,38.430977086696075,12.52972539789331,Marilyn Brooks,Christopherburgh,Fashion,179.7362867569201
2014-09-16,81.82227485495251,95.44818858151856,139.37287899308095,Dalton Wilson,Taraland,Beauty,198.1153646830178
2014-09-17,72.57786826295686,62.91348063790347,8.735424000087471,Alex Serrano,East Katiefurt,Tech,168.76607225944323
2014-09-18,75.13163805691596,189.20099429213636,19.133439801316563,Jeffery Smith,Port Raymond,Fitness,176.3192481353744
2014-09-19,148.835544966506,177.97332078898893,13.105314771009912,Michele Rose,New Nathaniel,Fashion,207.9639802950205
2014-09-20,254.9680962828719,25.94148294735762,13.19055183964392,Alexandra Smith,Port Joel,Gaming,176.73202741724145
2014-09-21,208.09446967460863,108.16416295963614,55.40841830578411,Amanda Hughes,North Brettfort,Tech,181.10545938198504
2014-09-22,54.9003209586157,52.761085647787695,41.16215228144623,John Hensley,Jonport,Gaming,169.39989340353932
2014-09-23,101.52469162524038,88.04764700961522,145.42273787270594,Caitlin Browning,Smithhaven,Beauty,198.10469923089502
2014-09-24,42.2889985526446,176.60111966777671,28.519842017882493,Jennifer Walker,Port Kristi,Tech,183.69419229495384
2014-09-25,46.23421389174467,110.22775877882351,18.667054401404503,Richard Hall,Wallbury,Fashion,202.04739190570982
2014-09-26,79.0717738551704,73.50090574044437,2.8317555251716318,Mrs. Andrea Wood,West Brittanyshire,Gaming,189.2905783105336
2014-09-27,45.14376604059638,49.49878727994944,170.18089626410966,Robyn Mason,South Stevenfurt,Gaming,174.6141991357616
2014-09-28,51.21880044926996,162.06172328723295,24.05744835793168,Benjamin Black MD,Port Justin,Beauty,212.6794946227346
2014-09-29,99.76175174129087,128.65842291922596,36.16696913537359,Brett Ho,Shawntown,Beauty,207.87247464571624
2014-09-30,119.92825489730039,98.93243748098394,15.663796541095696,William Roberts,Kelleyfurt,Fitness,169.48606425403662
2014-10-01,117.6648904751193,51.32202723396583,23.803329979792853,James Cortez,North Erichaven,Fitness,168.64836845341415
2014-10-02,118.49931457516902,73.50681108985495,85.7196931431392,April Stephens,New Deanna,Beauty,197.0617257615041
2014-10-03,26.253209008374295,192.37025108031852,5.4607477893315,Peggy Cole,Carolynview,Fitness,177.3999749838168
2014-10-04,43.1356345153161,108.81708814510853,10.375127185802437,Alexander Lopez,Davisland,Gaming,192.51525123720916
2014-10-05,85.80627639547514,86.13286343621806,4.948352381139401,Jennifer Rogers,Jennifertown,Beauty,202.90781045995817
2014-10-06,173.5537618975572,109.07018804618154,47.137672123090404,Bonnie Orozco,Lauraberg,Tech,181.06090696288837
2014-10-07,347.99979083997925,158.00781612092564,1.9216074956681626,Amanda Rodriguez,Hunterbury,Beauty,212.39193269179694
2014-10-08,104.52339600859572,74.62069793554507,2.5547014787041564,Jessica Fitzpatrick,Medinatown,Fashion,193.820056813761
2014-10-09,139.12642805758873,43.95416297719568,10.635779614638633,Kevin Dawson,North Victoria,Fashion,186.2007609419375
2014-10-10,23.35047944400964,121.13786248441909,21.658018008163985,Wendy White,Port Jameston,Beauty,201.48616837215118
2014-10-11,136.5405393353329,136.38877966140276,15.640160816074932,Rachel Elliott,Port Henry,Tech,187.4686203829517
2014-10-12,289.4654227938153,145.41642056212442,1.375548364499491,Katherine Wilson,Jasminestad,Beauty,217.1315450917879
2014-10-13,42.9955272180197,177.57764224556465,94.74157753341584,Kelly Thomas,Parkerburgh,Tech,187.15091237118142
2014-10-14,52.65504487497831,80.52308293093148,91.64506083300812,Jacqueline Gonzalez,East Ashleyhaven,Gaming,185.6875591926184
2014-10-15,152.04542049421977,24.317430283489443,9.828314125471751,Lydia Branch,North Richard,Gaming,173.3947838024246
2014-10-16,84.98291517151318,192.08623088987903,39.44999312870883,Sarah Liu,South Ryanborough,Tech,185.93781121221286
2014-10-17,10.690438327871961,92.65226621312028,25.923432884642892,John Gallagher,East Davidview,Fitness,172.98950295688763
2014-10-18,55.3832199029453,128.41892683789496,8.133666211217617,Matthew Guzman,North Georgemouth,Gaming,188.39987436726204
2014-10-19,215.56963568882335,136.59801139437553,9.121318090138162,Karen Graham,West Johnville,Fashion,202.6837465449153
2014-10-20,66.59221868833333,113.83760465322867,20.26824718704997,Tonya Dickson,Yangtown,Beauty,212.51964699713244
2014-10-21,66.54791336199965,48.99893064989132,16.302372660026315,Jason Bishop,Port Tabitha,Fitness,164.86092481186617
2014-10-22,145.47131536416651,153.47717952206688,10.326697735463252,Anne Casey,Garciaside,Fashion,200.23246146914514
2014-10-23,107.26720274401724,162.7128751177755,49.431581028451824,Marvin Ramsey,Bryanstad,Beauty,215.49187994307292
2014-10-24,63.724724912532,115.06536134331355,19.702312059918206,Tonya Ellison,Matthewbury,Fashion,206.9014196659256
2014-10-25,49.73166738865575,102.8266205111199,31.91311680077414,Stephen Sexton,Larryland,Fitness,174.46859399264375
2014-10-26,455.4407264307228,31.64825479431721,6.294735597873359,Ryan Garza,Adamsbury,Tech,172.2148116636727
2014-10-27,192.2635242899162,25.95081568495893,22.87541053122273,David Mitchell,Leeland,Beauty,179.84426520203556
2014-10-28,118.46806366270624,74.51732065707046,11.480715109255298,John Barrett,North Courtneytown,Fashion,187.81112667522464
2014-10-29,123.88588186603545,69.06076954830472,22.422628019704536,Leslie Page,Port Alejandra,Fashion,194.38107701337262
2014-10-30,75.49477623499968,191.19472568302155,45.53665752016648,Kathy Patel,Markton,Fitness,178.18546911370325
2014-10-31,106.34017737589127,158.88832106425167,43.94885775397474,James Burch,Hebertborough,Fitness,178.67193927882394
2014-11-01,69.36255489677065,135.3856160992214,13.118923212739668,Oscar Obrien,Christopherland,Fitness,180.46627558917376
2014-11-02,39.57152847209158,108.35313691334497,35.55228596144538,Scott Thomas,East Karen,Tech,187.2930995585782
2014-11-03,109.37607081418386,41.799830838063755,85.05433091935191,Brandon Carlson,Port Dawnchester,Gaming,180.84374916921993
2014-11-04,64.68921711978386,195.90676771501393,29.47847182822165,Jamie Velez,Kellychester,Fashion,203.27332019878602
2014-11-05,113.49798551166556,81.2577326656399,4.819507005568565,Abigail Meza,New Hunter,Tech,182.15741621116035
2014-11-06,128.9637379240489,30.315864464976514,34.15572491909119,Christopher Jackson,Mikeland,Fashion,186.60720712698324
2014-11-07,117.79734859423874,103.82179018599176,3.324742065560133,Christopher Green,Carrieside,Tech,176.74018273227773
2014-11-08,36.69833821547069,176.0596222064858,61.697638679534535,Brandon Zuniga,Wrightbury,Beauty,216.97349513017414
2014-11-09,59.19138400801521,178.58529033769258,21.811078950323928,Anna Smith,West Brandonhaven,Gaming,204.62632972413982
2014-11-10,65.69980311333283,12.083524050724979,14.590856306832107,Jackson Stone,West Christopherhaven,Fashion,188.76991297657543
2014-11-11,163.5252026429385,178.39619150276596,1.760879689169344,Nancy Bartlett,South Amyberg,Fitness,182.27142907021286
2014-11-12,157.7899820931846,61.58200132497312,14.379020658840997,Shannon Cooper,North Lindseyborough,Gaming,191.03866595224534
2014-11-13,45.409386477983105,17.404749154000385,70.05531511499264,Jennifer Daniel,East Rachelberg,Fashion,176.42794469499395
2014-11-14,25.63522051472412,171.08015136894613,0.6361880445385515,Mark Clark,Martinfort,Beauty,207.2428450128566
2014-11-15,358.625721965546,174.13468363775957,19.31061195612687,Kimberly Harris,Petersonview,Fashion,215.386442049439
2014-11-16,114.5214259407234,123.28390517004651,80.27827735979497,Jeffery Johnson,Myerston,Fashion,206.81900304075194
2014-11-17,22.288690051581273,119.14241388630809,15.067921355223724,Erin Farrell,Lake Sharonchester,Fashion,201.6503892217175
2014-11-18,51.93508138410717,164.4928517980697,16.767704420824685,Joanne Allen,Mikaylachester,Gaming,206.45322505911653
2014-11-19,168.17884451560994,159.39881501495316,25.922339742139197,Wesley Baker,Michaelview,Fashion,220.56587597380636
2014-11-20,303.90116398575327,179.12003995411376,18.649214820980216,Christopher Baxter,New Angela,Fitness,189.8750845319281
2014-11-21,271.84007567283174,115.02201504337366,5.5393885911025835,Katherine Summers DDS,West Donville,Tech,193.8406993620618
2014-11-22,111.09764428663296,193.85294761923365,0.5618955832753348,Nancy Barton,Lake Monicabury,Fitness,187.1427062179994
2014-11-23,83.55141130317956,199.2678978773343,28.23377184513085,Jose Holloway,New Stephaniemouth,Beauty,228.98751689000417
2014-11-24,33.524642658763504,32.143475899740196,76.07586458733215,Katelyn Quinn,Lake Denisehaven,Gaming,194.91038430085666
2014-11-25,88.98768977457426,171.4133143152832,3.373706832526796,Victoria Cohen,East Julie,Tech,186.54226264765083
2014-11-26,37.87015937552988,104.96622897223192,7.107871050907042,Philip Cook,North Scott,Gaming,197.27119699304234
2014-11-27,59.668813575728564,83.6376042769681,13.871993675122875,David Ingram,Port Joefurt,Gaming,186.3824713189357
2014-11-28,151.9358822326639,126.48373887771585,49.623995235949906,Marie Brown,South Danielleville,Fashion,212.91601364945723
2014-11-29,69.08756159434382,20.633455879781337,9.410939782140849,Andrew Medina,Davidmouth,Fitness,164.574119790489
2014-11-30,65.44745237167693,106.22761256574518,64.12595442132256,Catherine Hays,Davidview,Tech,178.63113912006682
2014-12-01,80.13446611598086,175.46920830506667,1.6957732617613928,Elizabeth Liu,East Daniel,Fashion,209.61005145441774
2014-12-02,392.80215733325304,50.55768806640407,84.88448616984927,Robert Dunn,North Deanna,Tech,183.19095027141876
2014-12-03,30.19178475845371,91.01408000619077,24.68039698204561,Kimberly Tran,Johnsontown,Fitness,175.89515474460833
2014-12-04,102.7926525284099,188.50136866582633,32.25663134681906,Alexis Jenkins,Port Cassandraport,Fashion,217.81787841327034
2014-12-05,256.19942595466705,91.42712918308249,13.75124230965867,Anita Rios,Jeffreyport,Tech,187.43096210757523
2014-12-06,79.95122497169494,78.08985014315569,45.69702009853777,Jessica Simpson,Cindymouth,Fashion,207.92140748863542
2014-12-07,189.89402626988388,93.70196314344186,5.466031924643146,Lori Jones,Port Matthewhaven,Gaming,199.89726971163762
2014-12-08,23.88965835888547,108.6960256383357,1.504455085087318,Mark Bennett,Harryport,Beauty,208.30907920030583
2014-12-09,70.90567892668544,130.0783553849791,15.101449128612977,William Ho,Williamsonshire,Tech,190.84527921844747
2014-12-10,41.62422252446848,162.13163217417892,57.66200025865169,Mark Moore,Johnsonbury,Fitness,191.3608048431232
2014-12-11,79.29972815554075,95.89941909521971,42.185954611460296,Anthony Sosa,Manningville,Tech,194.22802088549955
2014-12-12,80.59954734065865,165.32137766712665,21.841847932396043,Brian Price,South Amber,Beauty,221.3171165001736
2014-12-13,87.1350755948499,111.40692565689533,25.468619231192033,Kristie Anderson,Danielsberg,Tech,195.22600164167733
2014-12-14,150.9726154434175,74.31129696991576,4.174166602745885,Tiffany Rogers,Vanessachester,Tech,196.38652702128834
2014-12-15,6.167637171460363,135.01065734268872,55.10549969451314,Christine White,Johnsonmouth,Tech,191.08431295554078
2014-12-16,49.985416764843485,146.36722840126336,46.388215479780975,Traci Alvarado,Jesseport,Fitness,183.520125302918
2014-12-17,97.72917977508493,116.02930536960262,32.05445944428529,Cindy Ward,Johnsonshire,Beauty,220.3052246092095
2014-12-18,11.414175480628622,20.756844895597446,18.831517498878792,Kristen Abbott,Chanstad,Beauty,199.59300748204086
2014-12-19,130.07762946894005,42.277746280556734,100.1122760346399,Sylvia Roy,Amandaberg,Fitness,163.4407745476711
2014-12-20,49.1796923958298,64.20656696914335,63.366869960533585,Jeffrey Barton,Nicholasbury,Tech,177.0130566044815
2014-12-21,71.98075357572357,63.69886513078369,31.021035939304614,Christina Summers,New Danielburgh,Tech,172.56094569303184
2014-12-22,155.68634919904514,137.94995204690542,13.946948402845406,Keith Scott,Kelseyfurt,Beauty,216.21384212340234
2014-12-23,195.68684870333686,13.48624571799019,28.871789796962943,Eric Brown,West Michelleport,Tech,176.38109453639376
2014-12-24,132.8602850946146,153.57953763940878,25.70112368389163,Timothy Hays,Lake Shannonland,Gaming,197.09022636542807
2014-12-25,29.35591724373228,60.41507021331731,15.038240775654803,Wayne Williams,Lake Matthewmouth,Tech,186.89638711765716
2014-12-26,128.26923168687762,68.90415078105946,10.98764793296878,Mark Bush,West Joshua,Tech,176.10050423780754
2014-12-27,134.34740463986742,110.30286730934561,15.677372386152737,Marc Miller,North Lori,Fashion,201.12989129879372
2014-12-28,116.47290668426899,51.02586417840193,25.59323961831498,Miranda Collins,South Albert,Beauty,204.36387447454408
2014-12-29,217.05585897608609,178.04954957935024,16.76556173687652,Angela Logan MD,West Timothyborough,Beauty,229.93458152005857
2014-12-30,88.86227890201202,26.220068072047404,9.17841558845016,Peter Howell,North Andrea,Gaming,194.47830960401103
2014-12-31,211.55963996176715,94.43264883720232,42.934147699663846,Michael Floyd,Mckenzieview,Gaming,197.77724913421548
2015-01-01,210.70918770695351,171.39023119642908,22.744494022519138,Stacey Miller,West Tonyaport,Gaming,210.66937606680312
2015-01-02,136.98821650859807,127.0103399400348,2.102219631299312,Tiffany Mccall,Lisaland,Beauty,228.58569393519787
2015-01-03,103.9805719828465,65.54260801010035,13.781004309565226,Nicole Davis,North Mary,Fashion,203.91883283465657
2015-01-04,116.9499951715419,89.94443947752754,64.86212662970905,Andres Brown,Robertston,Fashion,208.4559647113791
2015-01-05,248.27622642351858,144.2719322650778,42.22388904712975,Anthony Carlson,East Debra,Fitness,188.1155484254277
2015-01-06,173.4027542833619,194.91954123914087,11.713457948764727,Peter Rodgers,Swansonborough,Beauty,235.25107532886966
2015-01-07,32.87362851924425,179.69635649209235,83.50737993101203,Gregg Parker,Johntown,Fitness,195.28404235305246
2015-01-08,111.74889705339854,75.06223359265158,2.390877555997087,Anna Cruz,North Dustinstad,Tech,193.67385286219852
2015-01-09,39.719931389306225,199.65759706469294,97.50689588416023,Mark Ramos,Carlosmouth,Gaming,214.31097507717126
2015-01-10,47.93043247045639,10.665886070901072,8.45915590252845,Marie Stone,West Jonburgh,Fitness,176.19332204281122
2015-01-11,61.632117581214686,15.249653603598867,0.2740735437403956,Bobby Caldwell,Jamesport,Fitness,167.08115158373803
2015-01-12,21.54810920377291,166.52969788252682,17.064663005556923,Tami Johnson DDS,North Charlestown,Beauty,215.75531218832418
2015-01-13,37.39863714193684,47.897910498279884,13.340390747758969,Aaron Davis,North Harryfurt,Gaming,192.61003026643755
2015-01-14,224.90343858341063,21.546160995285764,23.236509734663013,Edward Kennedy,South Sarahbury,Gaming,180.6140759171688
2015-01-15,47.674384420630915,55.058133914935425,47.80293036025228,Gina Adams,Samanthaburgh,Fashion,197.31628437211015
2015-01-16,151.5579913139046,90.95902925636344,55.43671697331882,Paul Butler,Martinstad,Fitness,182.3913390058898
2015-01-17,94.92493962921638,148.8075913823469,15.386331817308355,Susan Rogers,Port Anthony,Fashion,219.65850242924984
2015-01-18,124.38990658179121,128.62375004472904,16.8554498906797,Phyllis Duran,Maryton,Fitness,189.8171118109022
2015-01-19,128.13450591247997,55.14803133647988,4.811321327600551,Jennifer Morris,Carneyside,Beauty,219.77533622805265
2015-01-20,35.883685096218095,105.62138513911104,1.4614546892344098,Edward Murray,Port Michael,Beauty,214.12120835306138
2015-01-21,150.94799487647578,185.98068002572805,30.750957854240134,John Friedman,Ericatown,Tech,201.35342010734016
2015-01-22,26.40709691259277,164.85147762691398,1.9982238152073126,Lance Lopez,Wendyburgh,Fitness,191.54563201255087
2015-01-23,45.96318531748206,71.40605911804074,39.70861575774813,Kathryn Yu,Williamport,Fitness,187.2472408562268
2015-01-24,126.83172221596742,196.6302666575823,23.236583923619836,Dakota Grant,Jillshire,Gaming,220.01366331828885
2015-01-25,33.71288332565192,144.6378760826749,6.641215228750396,Bobby Hood,Jessicahaven,Gaming,203.36100555026113
2015-01-26,10.000596709627686,21.865377576688537,23.264767427217368,Melissa Martin,East Luisshire,Fashion,208.33169280519607
2015-01-27,108.00205000862091,16.68053552484135,6.0634016780810285,Jennifer Castro,East Jerryport,Tech,175.53163958135963
2015-01-28,17.63970064683234,41.9975103119057,17.326981419927794,Willie Ware,East Daniellehaven,Beauty,193.21992689881998
2015-01-29,135.3083891681675,148.2926149295279,48.217257198959224,Michelle Ross,New Davidhaven,Fitness,190.86074104289682
2015-01-30,65.31737744145556,44.910395910061304,18.592401534695366,Jeffrey Lewis,Howardchester,Fashion,208.24413945477758
2015-01-31,106.88625709946662,107.18248614967837,4.829696559428443,Nathan Wilson,East Sandrashire,Tech,197.3407608915399
2015-02-01,105.45235246383258,27.71942283435803,38.60201663393807,Philip Proctor,Carolynmouth,Gaming,194.66988037454635
2015-02-02,142.35105328936066,184.96836998773708,6.202180774806775,Michelle Yang,North Jameston,Tech,201.90986483023536
2015-02-03,129.44955049375181,75.35251658087783,40.245352135080154,Joshua Orozco,Boothland,Fashion,214.65410146765186
2015-02-04,33.42669389041077,182.54509074651986,19.580449345739595,Lance Hoffman,Josephborough,Beauty,231.38425130971711
2015-02-05,68.55006939990909,189.5263719630034,18.1399033907974,Kevin Salazar,Port Zacharyport,Gaming,225.5764736662689
2015-02-06,106.79498901194044,11.164442989599351,57.201988826697786,John Gates,Shelbyhaven,Gaming,202.1384617504411
2015-02-07,214.0811429625699,98.18568556775908,36.99211439417197,Elaine Martin,Troyport,Beauty,235.64530962716162
2015-02-08,130.2825988409991,14.684650584309649,1.0039362174180824,John Leonard,North Anna,Gaming,186.97077841583229
2015-02-09,201.91660573526983,182.6516255975521,10.53673678355096,Kevin Kelly,Lake Elizabeth,Fashion,224.60569685321596
2015-02-10,110.87841406746399,108.49743349956941,61.419840945117286,Kevin Hayes,South Philip,Gaming,212.80039889748477
2015-02-11,175.45577812897344,24.239362412714396,0.55488518986414,Dillon Khan,Hoganborough,Fitness,183.33658347658562
2015-02-12,100.48427456784623,30.952578372547705,23.640451199360744,Brittney Hughes,Stephanieberg,Tech,179.48853073318085
2015-02-13,170.63435107509684,82.86671465362042,39.039374875032244,Adam Rogers,Stephensborough,Fashion,209.14225301124947
2015-02-14,62.64559129487186,188.644496645849,29.174412887673288,Scott Woods,North Jasmine,Beauty,237.06768854177056
2015-02-15,230.47046979927873,141.65273879793537,42.880089801660226,Lisa Hughes,South Julia,Fashion,230.70970927297276
2015-02-16,119.94298479161611,174.84758457593517,38.80509496588419,Carol Mcbride,West Joseph,Fitness,200.98491582721465
2015-02-17,21.712554862914274,79.62676280459614,35.33265481688819,Crystal Becker,Lake Kathleen,Gaming,211.2581242805937
2015-02-18,109.38904238492697,18.21060291449968,51.701700396234074,Jeff Schultz,New Luis,Gaming,194.37590118217082
2015-02-19,130.5817661727245,195.1203510688387,31.12754788397529,Chase Johnson,New Patricia,Fashion,229.63301777444917
2015-02-20,154.53042671127005,13.262868225850214,15.44593779582777,Heidi Williamson,New Traceymouth,Gaming,201.46978045899215
2015-02-21,283.8235297650388,190.0538140854069,19.15460609331114,Deborah Williams,Paigehaven,Gaming,229.98010051635967
2015-02-22,54.764960847258614,80.04871053133749,37.84009063653631,Robert Lucas,Kellyshire,Fitness,190.25745756977472
2015-02-23,285.0570813065344,11.917176954157489,62.69834235139635,Juan Matthews,North Markhaven,Beauty,209.1490712617258
2015-02-24,83.57211563090671,140.93987402765657,9.532644796917692,Monica Martin,Mitchellshire,Tech,200.38015503811388
2015-02-25,44.00708689603672,196.3026577659573,12.560011970110121,Robin Richards,Carolborough,Fashion,231.68337082725492
2015-02-26,55.76838251552795,193.46888733914258,80.0963707354841,Brian Stephens,East Patrickmouth,Beauty,241.6695294911206
2015-02-27,125.20353579237677,40.5780321284595,25.91890437534617,Janice Duran,Josephberg,Tech,201.4141733749265
2015-02-28,38.46587164230193,44.43708315256945,5.915569885752646,Kathy Meyer,Bryantbury,Beauty,220.3076714427979
2015-03-01,63.5182433078534,117.45239377773542,32.69211617170852,Brittney Jackson,West Williamville,Fashion,209.62265100041205
2015-03-02,107.44194890826711,131.08791702138166,140.53340112078035,Mr. Jimmy Thomas,North Rachelborough,Fitness,199.48703435475912
2015-03-03,229.29566512785001,150.48940359651448,52.0251403917553,Benjamin Smith,Adkinsview,Fitness,202.2287591650641
2015-03-04,151.50517260458923,44.399568489708024,41.08207150519036,Scott Dominguez,Bensonside,Fitness,190.32745316777522
2015-03-05,86.17387008154198,192.21134648524256,6.997583874139379,Brooke Barnes,North Laura,Beauty,237.9483035634661
2015-03-06,124.8024872540612,131.36045869495518,62.65804935275242,Donald Ryan,Kleintown,Fashion,235.07707348106274
2015-03-07,99.90136100676524,170.93891458540543,22.38307736129149,Douglas Kirk,North Kyle,Gaming,226.8053494439591
2015-03-08,28.928873036476944,112.61248590399263,66.02523925434295,Margaret Rodriguez,West Jonborough,Gaming,219.97119982684828
2015-03-09,255.77046688770494,88.7126010420777,12.0066188580263,Jessica Ware,South Brandonside,Fitness,199.28663078938143
2015-03-10,231.69438615997456,195.66475225304924,1.9217927572136309,Tyler Snyder,New Cassidy,Beauty,244.5021126110854
2015-03-11,78.65059583868121,120.60306045576885,19.386532031289942,Mrs. Nicole Copeland,North Caroline,Gaming,218.08721697578164
2015-03-12,57.44661292125019,174.705980731844,9.434649312794292,Cindy Fields,North Lauramouth,Beauty,245.42139297186566
2015-03-13,29.584148140775334,191.1255553095951,37.682128441461195,Anthony Jones,Morenobury,Fashion,231.430060528664
2015-03-14,130.3383624710842,138.31737913164525,94.47108635826223,Erin Carson MD,Toddborough,Fitness,209.49942889789776
2015-03-15,130.9322923415217,114.29834891854824,35.229910570558296,Kevin Barton,North Eric,Tech,209.67300507220568
2015-03-16,41.45065555504986,10.667061673023618,65.39348814891443,Kevin Cook,South Megan,Fitness,183.03889788775285
2015-03-17,100.76656504399214,17.60373174041114,18.10051134223394,Edward Brown,Port Oscarfort,Tech,187.23352009200048
2015-03-18,148.29428249917927,48.1617310497121,44.30505528320501,Jessica Moreno,New Angelaborough,Gaming,191.0017910109712
2015-03-19,54.24536868123272,45.3416020526391,55.55358535835607,Anthony Johnson,East Kevinfurt,Tech,185.29058721532695
2015-03-20,71.28391057283133,58.40417108797062,37.22694987190159,Madison Bailey,South Bradley,Beauty,217.97442081005943
2015-03-21,70.73895202082561,67.93758116255556,21.26471982971809,Bradley Jones,Smithport,Tech,194.65859346170348
2015-03-22,43.83465320631941,78.41244377463836,29.494246498558056,Zachary Ray,Jarvisfort,Gaming,202.20182395856844
2015-03-23,72.43550469633861,89.90216111308654,36.169926586763964,Abigail Bullock,Flowersstad,Gaming,205.67837038574226
2015-03-24,18.013366020190293,28.784604306642787,8.754092694601225,Erik Howard,Carolynfurt,Fitness,176.6566651424746
2015-03-25,67.86668589840356,18.048767071028585,49.755577163723956,Timothy Schroeder,West Rileyside,Gaming,191.84220900252652
2015-03-26,68.69655400381023,138.04944532387444,90.06732628819245,Jonathan Durham,East Haley,Beauty,229.33549193449574
2015-03-27,79.40971366787501,112.09361672018477,18.77807850768157,Robert Cline,Weissside,Tech,205.06960048999395
2015-03-28,118.27030405434462,94.38739842182272,36.2260927054142,Mike Henderson,Fritzton,Fashion,221.0712965746135
2015-03-29,27.29665978433566,130.54358882198693,40.07099258279797,Mark Brown,South Matthew,Gaming,218.78148010886582
2015-03-30,32.544182699886555,167.25908736867268,32.563261228315646,David Perez,New Ashleyfort,Tech,212.0587401126184
2015-03-31,42.857008309357255,91.26165273207887,23.76351864177821,Tyler Jones,East Lisa,Fitness,192.97626683831123
2015-04-01,24.54469931529137,131.8126983598761,64.02274980967212,John Garcia MD,Lake Pamela,Fashion,222.91928927393775
2015-04-02,127.94552324589313,191.17872252868017,17.876623939312797,Erik Tran,Ryanchester,Fitness,200.20928869244264
2015-04-03,52.28205566027064,169.52865421369654,1.89148351817913,Jasmine Jones,New Nicole,Beauty,240.56795667597856
2015-04-04,81.32037272717838,90.94015399545779,55.844164736124824,Patricia Hickman,Brownburgh,Fitness,201.56283277318053
2015-04-05,39.68863844880447,132.49619918480118,33.624013571510766,James Castillo,Port Benjamin,Tech,213.35712069615852
2015-04-06,62.20817732225008,43.64347516402855,56.765690066713304,Steven Olson,Sarahborough,Fashion,217.22974306367885
2015-04-07,104.31998261947837,116.49921513006707,4.474058823369216,Victoria Russell,Rivasport,Fitness,196.82809482618103
